대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
서울대학교,중앙이코노미뉴스,"""창업단계부터 IPO까지""…키움증권, 서울대기술지주와 협약",|중앙이코노미뉴스 정재혁 기자|엄주성 키움증권 대표(왼쪽)와 차인환 서울대기술지주 대표가 28일 오전 서울 여의도 키움증권 본사에서 업무 협약식을 맺고 있다. [사진=키움증권]  키움증권은 서울대기술지주와 생산적...,2026-08-28 10:10,https://www.joongangenews.com/news/articleView.html?idxno=543573,https://www.joongangenews.com/news/articleView.html?idxno=543573
서울대학교,연합뉴스,"서울대 후기 졸업식…주경철 명예교수 ""졸업에 안주 말고 더 공부""",""" 주경철 서울대 서양사학과 명예교수는 28일 관악 캠퍼스에서 열린 제80회 후기 학위수여식에서 ""여러분을 기다리는 것은 지옥이고 이제 행복 끝, 고생 시작""이라며 이같이 말했다. 지난 2월까지 33년간 서울대 교수로...",2026-08-28 10:10,https://www.yna.co.kr/view/AKR20260828054600004?input=1195m,https://n.news.naver.com/mnews/article/001/0016276179?sid=102
서울대학교,BBS NEWS,"키움증권-서울대기술지주, 모험자본 확대 업무협약 체결",키움증권이 서울대기술지주와 생산적 금융과 모험자본 확대를 위한 전략적 업무협약을 체결했습니다. 이번 협약은 서울대기술지주가 보유한 창업 생태계에 키움증권의 투자 역량을 접목해 유망 혁신 기업을 발굴하고...,2026-08-28 10:08,https://news.bbsi.co.kr/news/articleView.html?idxno=4103284,https://news.bbsi.co.kr/news/articleView.html?idxno=4103284
서울대학교,브릿지경제,"키움증권, 서울대기술지주와 혁신기업 투자 협력…IPO까지 성장 지원",키움증권은 28일 서울 여의도 본사에서 서울대기술지주와 생산적 금융 및 모험자본 확대를 위한 전략적 업무협약(MOU)을 체결했다고 밝혔다. 서울대기술지주는 서울대학교가 2008년 설립한 투자기관이다. 키움증권은...,2026-08-28 10:02,https://www.viva100.com/article/20260828500165,https://www.viva100.com/article/20260828500165
서울대학교,뉴스드림,"키움증권, 혁신기업 키운다… 서울대기술지주와 모험자본 투자 협력",키움증권은 28일 서울 여의도 본사에서 서울대기술지주와 '생산적 금융 및 모험자본 확대를 위한 전략적 업무협약(MOU)'을 체결했다고 밝혔다. 2008년 설립된 서울대기술지주는 유망 초기 혁신기업의 발굴 및 투자를...,2026-08-28 10:00,http://www.newsdream.kr/news/articleView.html?idxno=117061,http://www.newsdream.kr/news/articleView.html?idxno=117061
서울대학교,이뉴스투데이,"키움증권, 서울대기술지주와 '생산적 금융·모험자본 확대' 협력하기로",키움증권은 28일 서울대기술지주와 생산적 금융과 모험자본 확대를 위한 전략적 업무협약을 체결했다고 밝혔다. 협약식은 이날 오전 서울 여의도 키움증권 본사에서 열렸다. 이번 협약으로 양사는 생산적 금융 저변...,2026-08-28 09:59,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464136,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464136
서울대학교,메가경제,"키움증권, 서울대기술지주와 협무협력…스타트업 발굴부터 IPO까지 잇는...",협약식은 이날 오전 서울 여의도 키움증권 본사에서 열렸다. ▲ 엄주성(왼쪽) 키움증권 대표와 차인환 서울대기술지주 대표가 28일 키움증권 본사에서 업무 협약식을 맺고 있다. [사진=키움증권 제공] 서울대기술지주는...,2026-08-28 09:56,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065574039841767,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065574039841767
연세대학교,한국경제TV,"하종원 연대 교수, 미국 메이요 클리닉 강연…국내 심장 전문가 최초",하종원 연세대학교 의과대학 교수가 오는 9일 미국 미네소타주 메이요 클리닉 초청으로 '심장영상 그랜드 라운드' 강연을 진행한다. 국내 심장 분야 전문가로는 처음이다. 이번 초청 강연은 세계적인...,2026-08-28 09:54,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202608280366&t=NN,https://n.news.naver.com/mnews/article/215/0001263974?sid=102
서울대학교,디지털데일리,"“스타트업 발굴해 IPO까지”…키움증권, 서울대기술지주와 모험자본 확...",키움증권은 28일 서울 여의도 본사에서 서울대기술지주와 생산적 금융 및 모험자본 확대를 위한 전략적 업무협약(MOU)을 체결했다고 밝혔다. 서울대기술지주는 서울대학교가 2008년 설립한 투자기관으로 초기...,2026-08-28 09:54,https://www.ddaily.co.kr/page/view/2026082809463128723,https://n.news.naver.com/mnews/article/138/0002239321?sid=101
서울대학교,더페어,"""창업부터 상장까지 체계적 지원""…키움증권·서울대기술지주, 모험자본...",키움증권은 서울 여의도 본사에서 서울대기술지주와 생산적 금융 및 모험자본 확대를 위한 전략적 업무협약(MOU)을 체결했다고 28일 밝혔다. 이번 협약식에는 엄주성 키움증권 대표와 차인환 서울대기술지주 대표 등 주요...,2026-08-28 09:52,https://www.thefairnews.co.kr/news/articleView.html?idxno=86383,https://www.thefairnews.co.kr/news/articleView.html?idxno=86383
서울대학교,글로벌경제신문,"키움증권, 서울대기술지주와 손잡고 유망기업 키운다…창업부터 IPO까지",키움증권은 28일 오전 서울 여의도 본사에서 서울대기술지주와 생산적 금융과 모험자본 확대를 위한 전략적 업무협약(MOU)을 체결했다. 서울대기술지주는 서울대학교가 2008년 설립한 투자기관으로 초기 혁신 기업을 발굴...,2026-08-28 09:52,https://www.getnews.co.kr/news/articleView.html?idxno=879120,https://www.getnews.co.kr/news/articleView.html?idxno=879120
서울대학교,세계비즈,"서울대학교병원 정형외과 연구진, K-SDM-KOA 공유의사결정 지원도구 선봬",사진=서울대학교병원 정형외과 연구진 중증 관절염 치료법 결정의 환자중심성 강화를 위한 환자-의사 공유의사결정(K-SDM-KOA) 모형 개발 및 실증연구(연구책임 한혁수 서울대학교 정형외과 교수) 연구진은 지난...,2026-08-28 09:50,http://www.segyebiz.com/newsView/20260828504625?OutUrl=naver,http://www.segyebiz.com/newsView/20260828504625?OutUrl=naver
서울대학교,글로벌에픽,"""초기 발굴부터 IPO까지""…키움증권·서울대기술지주, 모험자본 활성화...",키움증권은 이날 오전 서울 여의도 본사에서 서울대기술지주와 '생산적 금융 및 모험자본 확대를 위한 업무협약(MOU)'을 체결했다고 28일 밝혔다. 협약식에는 엄주성 키움증권 대표와 차인환 서울대기술지주 대표 등 양사...,2026-08-28 09:42,http://www.globalepic.co.kr/view.php?ud=2026082809360218867cc35ccc5c_29,http://www.globalepic.co.kr/view.php?ud=2026082809360218867cc35ccc5c_29
서울대학교,뉴시스,"키움증권, 서울대기술지주와 '맞손'…혁신기업 모험자본 확대","서울대기술지주는 서울대학교가 2008년 설립한 투자기관으로 초기 혁신 기업을 발굴, 투자, 육성한다. 협약식은 이날 오전 서울 여의도 키움증권 본사에서 열렸다. 이번 협약으로 양사는 생산적 금융 저변 확대와 모험자본...",2026-08-28 09:38,https://www.newsis.com/view/NISX20260828_0003766519,https://n.news.naver.com/mnews/article/003/0014154052?sid=101
서울대학교,스포츠동아,"성대 신세경vs몸짱 서울대, 40일 연애 ‘남사친 갈등’ (연애전쟁)",‘성대 신세경’ 김예리와 ‘미스터 서울대’ 이성준이 JTBC ‘연애전쟁’에 출격해 ‘남사친’(남자 사람... ‘성대 신세경’으로 불리는 김예리와 서울대 의과대학 박사과정에 재학 중인 이성준은 연애 40일 만에 결혼과...,2026-08-28 09:34,https://sports.donga.com/ent/article/all/20260828/134561534/1,https://m.entertain.naver.com/article/382/0001290634
연세대학교,한국경제,"하종원 연세대 의대 교수, 美 메이요클리닉 심장영상 그랜드 라운드 강...",연세대 의대는 하종원 심장내과 교수가 다음달 9일 미국 미네소타주 로체스터 메이요클리닉의 심장영상 그랜드 라운드에서 강연한다고 28일 밝혔다. 메이요클리닉이 초청해 성사된 이번 강연에서 하 교수는 국내 심장영상...,2026-08-28 09:30,https://www.hankyung.com/article/202608288630i,https://n.news.naver.com/mnews/article/015/0005325834?sid=105
서울대학교,스포츠경향,남사친과 몽골 여행이라니…‘성대 신세경’ vs ‘서울대 몸짱’ 갈등 ...,‘성대 신세경’과 ‘미스터 서울대’가 남사친을 둘러싼 역대급 갈등을 펼친다. 오는 31일 방송되는 JTBC... ‘성대 신세경’으로 통하는 여친 김예리와 서울대 의과대학에서 박사과정중인 ‘몸짱 남친’ 이성준이...,2026-08-28 09:19,https://sports.khan.co.kr/article/202608280918003?pt=nv,https://m.entertain.naver.com/article/144/0001134542
고려대학교,뉴스프리존,"고려대, '한국양형법학회 창립기념 학술대회' 열어","이주원 한국양형법학회 초대회장 겸 고려대 법학전문대학원 교수가 개회사를 시작으로 최봉경 한국법학교수회장, 이승련 사법정책연구원장을 비롯한 국내 주요 법 관련 학회장·사법 연구기관장들의 축사가 이어질...",2026-08-28 09:04,https://www.newsfreezone.co.kr/news/articleView.html?idxno=706163,https://www.newsfreezone.co.kr/news/articleView.html?idxno=706163
서울대학교,스타뉴스,"""'위장 남사친' 수두룩""..'성대 신세경', '서울대 몸짱' 남친과 '연애전...",'연애전쟁'에 '성대 신세경'과 '미스터 서울대' 커플이 등판한다. 오는 31일 방송되는 JTBC 연애 리얼리티 예능... '성대 신세경'으로 통하는 여친(여자친구) 김예리와 서울대 의과대학에서 박사과정 중인 '몸짱' 남친...,2026-08-28 08:32,https://www.starnewskorea.com/star/2026/08/28/2026082808225715765,https://m.entertain.naver.com/article/108/0003465996
고려대학교,이뉴스투데이,"[고려대 소식] ""청소년기 우울, 30년 내 조기 사망 위험 17.5% 높인다"" 외","본격적인 학술 세션에 앞서 이주원 한국양형법학회 초대회장 겸 고려대 법학전문대학원 교수의 개회사를 시작으로, 최봉경 한국법학교수회장, 이승련 사법정책연구원장을 비롯한 국내 주요 법 관련 학회장 및 사법...",2026-08-28 08:20,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464057,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464057
고려대학교,이뉴스투데이,'고려대 파크골프 최고위과정' 2기 입학식 개최,"고려대 미래교육원 파크골프 최고위과정(KUPG) 사무국은 8월 25일 LG-POSCO경영관 쿠쿠홀에서 '파크골프... 이날 행사는 입학식을 시작으로 오리엔테이션, 환영사 및 축사, 이론 교육, 만찬과 고려대 응원단 문화체험까지...",2026-08-28 08:10,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464058,http://www.enewstoday.co.kr/news/articleView.html?idxno=2464058
서울대학교,SEOULFN,"핀란드 위성업체 아이사이, 한국법인 설립···서울대와 우주기술 협력",28일 업계에 따르면 아이사이는 한국법인인 아이사이코리아를 출범하고 서울대학교와 연구협력을 위한 업무협약을 체결했다. 아이사이는 주야간이나 기상 조건에 구애받지 않고 고해상도 영상을 취득할 수 있는 소형...,2026-08-28 08:06,https://www.seoulfn.com/news/articleView.html?idxno=636671,https://www.seoulfn.com/news/articleView.html?idxno=636671
고려대학교,데일리메디,중증질환 로봇수술 강자 부상 고대안산병원,"﻿﻿수술방식 패러다임이 로봇으로 급격하게 전환되면서 각 대학병원들 로봇수술 각축전도 치열해지는 양상이다. 시술 건수, 최신장비 도입 등 로봇수술을 시행 중인 병원들 경쟁이 심화되고 있는 가운데 고려대학교...",2026-08-28 06:26,https://www.dailymedi.com/news/news_view.php?wr_id=939894,https://www.dailymedi.com/news/news_view.php?wr_id=939894
고려대학교,후생신보,"서울엔 서울대병원, 안산엔 '고려대 안산병원' 있다","고려대 안산병원 배재현 수술실장과 이창민 로봇수술센터장이 로봇수술 5,000례 달성과 관련 이야기를... 유방내분비외과가 암의 위치 등을 고려해 유두나 피부를 보존하면서 암이 있는 유방조직을 제거하면...",2026-08-28 06:02,http://www.whosaeng.com/sub_read.html?uid=173198&section=sc4,http://www.whosaeng.com/sub_read.html?uid=173198&section=sc4
고려대학교,이투데이,[2027 수시] 고려대 수시 2731명 선발…전년 대비 28명 증가,이투데이=정용욱 기자 | 고려대학교는 2027학년도 수시모집으로 2731명을 선발한다. 전형별로는... 면접은 제시문 기반으로 7분간 진행되며 의과대학은 MMI를 시행한다. 수능최저학력기준은 미적용된다. 고른기회...,2026-08-28 06:00,https://www.etoday.co.kr/news/view/2618921,https://www.etoday.co.kr/news/view/2618921
연세대학교,이투데이,"[2027 수시] 연세대, 2075명 선발…과학 제시문 논술 도입·첨단약과학과...","이투데이=조소현 기자 | 연세대학교가 2027학년도 수시모집에서 정원 내 2075명을 선발한다. 자연·통합계열... 약학대학에는 첨단약과학과를 신설해 수시에서 추천형 4명, 활동우수형 6명 등 총 10명을 선발한다.",2026-08-28 06:00,https://www.etoday.co.kr/news/view/2618931,https://www.etoday.co.kr/news/view/2618931
고려대학교,머니투데이,"고려대, 학종 총 1675명…학교폭력 조치사항 반영",고려대학교는 2027학년도 수시모집에서 전년 대비 28명 늘어난 2731명을 선발한다. 전형별 모집 인원은... 고려대는 입학전형 전반에 학교폭력 조치사항을 반영한다. 서류평가가 포함된 전형은 정성평가 방식으로...,2026-08-28 05:00,https://www.mt.co.kr/policy/2026/08/28/2026082615275995937,https://n.news.naver.com/mnews/article/008/0005405996?sid=102
연세대학교,워크투데이,"미국서 인터넷으로 한국 실험쥐 뇌 조종한다 … KAIST-연세대 의대, IoT ...",KAIST는 전기및전자공학부 정재웅 교수팀이 연세대 의과대학 김화영 교수팀과 손잡고 이 같은 장치를 개발했다고 27일 발표했다. 그동안 동물의 뇌신경을 자극하거나 약물을 넣으려면 복잡한 유선 장비를 써야 하는 경우가...,2026-08-28 02:40,http://www.worktoday.co.kr/news/articleView.html?idxno=88518,http://www.worktoday.co.kr/news/articleView.html?idxno=88518
서울대학교,조선일보,"580시간 봉사한 공학도, 서울대 졸업 연사로",화학생물공학부 강건우씨 서울대는 28일 열리는 제80회 후기 학위수여식에서 연단 위에 올라갈 졸업생 대표로... 그는 이때의 경험을 바탕으로 서울 관악구 실로암시각장애인복지관의 시각장애인들의 미술 전시 관람을...,2026-08-28 00:38,https://www.chosun.com/national/people/2026/08/28/5AP3TTIH2BF47GOZQROJMIWVHY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003995338?sid=102
연세대학교,아시아투데이,"[대학동문골프최강전] 연세대·성균관대·인하대·서울대, 여자부 4강 진...",아시아투데이 이장원 기자 = NH올원뱅크·아시아투데이 제17회 대학동문골프최강전에서 여자부 디펜딩 챔피언 서울대학교가 4강에 진출했다. 연세대학교는 예선을 1위로 통과하며 첫 우승의 희망을 키웠다.지난해...,2026-08-27 22:26,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009643,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009643
서울대학교,아시아투데이,"[대학동문골프최강전] 연세대·성균관대·인하대·서울대, 여자부 4강 진...",아시아투데이 이장원 기자 = NH올원뱅크·아시아투데이 제17회 대학동문골프최강전에서 여자부 디펜딩 챔피언 서울대학교가 4강에 진출했다. 연세대학교는 예선을 1위로 통과하며 첫 우승의 희망을 키웠다.지난해...,2026-08-27 22:26,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009643,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009643
연세대학교,아시아투데이,[대학동문골프최강전] 경희대·연세대 1·2위 예선 통과… '8강 대진' 확...,"아시아투데이 천현빈 기자 = 경희대학교가 NH올원뱅크·아시아투데이 제17회 대학동문골프최강전 남자부... 마쳤다.연세대 역시 성연재 동문 70타, 박상수 동문 71타로 합계 141타를 기록하며 경희대와 어깨를 나란히...",2026-08-27 20:52,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009629,https://www.asiatoday.co.kr/kn/view.php?key=20260827010009629
서울대학교,스포츠서울,[포토] 정현서 ‘서울대여신의 워킹’,정현서가 27일 JW 메리어트 동대문 스퀘어 서울에서 열린 ‘미스인터콘티넨탈 코리아 2026’ 결선에서 드레스 워킹을 하고 있다. 2026. 8. 27.,2026-08-27 20:13,https://www.sportsseoul.com/news/read/1631358?ref=naver,https://m.entertain.naver.com/article/468/0001262545
고려대학교,청년의사,"고대구로병원 김현구 교수, 美 의료진에 단일공 로봇 흉부수술 생중계",고려대구로병원 심장혈관흉부외과 김현구 교수가 미국 주요 의료기관 흉부외과 의료진에게 단일공(싱글포트) 로봇 흉부수술을 실시간으로 선보이며 수술 술기와 임상 경험을 공유했다. 고대구로병원은 김 교수가 지난...,2026-08-27 19:46,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3042201,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3042201
서울대학교,GNNEWS,"하동군 청년(마을)협력가 파견사업, 서울대 논문에 담겨",인구감소와 지역소멸이 전국적인 과제로 떠오른 가운데 하동군이 추진 중인 청년(마을)협력가 파견사업이 서울대학교 환경대학원 석사학위 논문의 연구 주제로 다뤄져 관심을 모으고 있다. 서울대학교 환경대학원 이정아...,2026-08-27 19:36,https://www.gnnews.co.kr/news/articleView.html?idxno=644151,https://www.gnnews.co.kr/news/articleView.html?idxno=644151
서울대학교,전북일보,[기고] 서울대 10개 만들기 전북대가 되어야 하는 이유,"법무법인 모악 대표변호사 이민호 ‘서울대 10개 만들기’는 단순한 대학 지원 사업이 아니다. 지방 소멸... 전북대학교가 그 최적의 해답이다. 전북대가 이른바 빅3에 선정되어야 하는 이유는 첫째, 국가 균형 발전과...",2026-08-27 18:22,https://www.jjan.kr/article/20260825500467,https://www.jjan.kr/article/20260825500467
서울대학교,지디넷코리아,"서울대-아이싸이코리아, ""SAR 위성 데이터 등 공동 연구""",서울대학교와 글로벌 위성정보기업 아이싸이((ICEYE) 한국법인인 아이싸이코리아가 위성 및 인공지능(AI) 등... 지난 26일 열린 서울대와 ICEYE의 우주방산 연구협력을 위한 MOU 체결식 현장. 페카 라우리라 ICEYE 공동창업자...,2026-08-27 18:10,https://zdnet.co.kr/view/?no=20260827111448,https://n.news.naver.com/mnews/article/092/0002435376?sid=105
고려대학교,디지털타임스,"[대학특집] 고려대, 2027학년도 수시 2731명 선발… 전년보다 28명 늘어",고려대학교가 2027학년도 수시모집에서 전년보다 28명 늘어난 2731명을 선발한다. 학생부종합전형이... 면접은 제시문 기반으로 7분간 진행하며 의과대학은 다중미니면접(MMI)을 실시한다. 고른기회·다문화...,2026-08-27 18:03,https://www.dt.co.kr/article/12080690?ref=naver,https://n.news.naver.com/mnews/article/029/0003044774?sid=102
서울대학교,LAWISSUE,"서울대 글로벌사회공헌단, 사회공헌아카데미 개최",서울대학교 글로벌사회공헌단이 교내 사회공헌 가치 확산과 관련 활동에 대한 이해를 높이기 위해 오는... 제6차 사회공헌아카데미는 9월 2일 오후 4시 서울대 우정원 글로벌사회공헌센터에서 열린다. 강우현...,2026-08-27 17:28,http://www.lawissue.co.kr/view.php?ud=202608271726074964f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=202608271726074964f4ab64559d_12
고려대학교,BOKUENNEWS,"고대구로병원 김현구 교수, 美 흉부외과 의료진 대상 '싱글포트 로봇 흉...","고려대학교 구로병원 심장혈관흉부외과 김현구 교수가 미국 흉부외과 의료진들을 대상으로 싱글포트... 김현구 교수는 최근 클리블렌드 클리닉, 컬럼비아 대학 어빙 메디컬센터 등 세계적인 최정상급 의료기관의...",2026-08-27 17:24,http://www.bokuennews.com/news/article.html?no=283226,http://www.bokuennews.com/news/article.html?no=283226
연세대학교,BOKUENNEWS,"연세대 보건·융합보건의료대학원, 최고위과정 37기 모집",과정은 연세대 보건대학원 권준욱 교수와 연세의료원 바이오헬스기술지주회사 한원선 부사장이 총괄한다. 총 28개 강좌와 부속 행사로 구성하며 ▲패러다임 변화 ▲실제 현장 혁신 ▲거버넌스 ▲응용과 적용 등 4개...,2026-08-27 17:04,http://www.bokuennews.com/news/article.html?no=283217,http://www.bokuennews.com/news/article.html?no=283217
고려대학교,마이데일리,"유키스 알렉산더, '고대 졸업'도 모자라 국가자격증까지…피부미용사 자...","채 대학 학력과 어학 능력 등을 기재해 구직에 나섰다. 이후 여러 곳에서 면접 제안을 받았고, 서울 명동의 한... 유키스 탈퇴 이후에는 2014년 고려대학교 미디어학부에 외국인 전형으로 입학해 한국에서 학업을 이어갔다....",2026-08-27 17:03,https://www.mydaily.co.kr/page/view/2026082716175412322,https://m.entertain.naver.com/article/117/0004098952
연세대학교,중앙일보,"연세대, 소변서 암 신호 동시 측정 기술 개발",연세대학교 생명공학과 연구팀이 소변에서 암 관련 마이크로RNA(miRNA)를 여러 개 동시에 분석할 수 있는 분자진단 기술을 개발했다. DNA로 만든 나노구조체가 특정 miRNA를 만나면 결합 방향이 달라지는 원리를...,2026-08-27 16:58,https://www.joongang.co.kr/article/25456800,https://n.news.naver.com/mnews/article/025/0003547281?sid=105
연세대학교,대전일보,연세대 이어 대전에서도… 대학교서 음란행위 10대 검거,대전의 한 대학교 건물에서 신체를 노출한 10대가 검거됐다. 서부경찰서는 공연음란 혐의로 10대 A 씨를 입건했다고 27일 밝혔다. A 씨는 지난 24일 오후 2시쯤 서구의 한 대학교 캠퍼스에서 학생들을 상대로 음란행위를...,2026-08-27 16:57,https://www.daejonilbo.com/news/articleView.html?idxno=2297145,https://n.news.naver.com/mnews/article/656/0000185191?sid=102
연세대학교,LAWISSUE,"강남세브란스병원·연세대, 자가 재생 윤활 요관 스텐트 개발",연세대 강남세브란스병원 비뇨의학과 구교철 교수와 연세대 전기전자공학과 서정목 교수 연구팀은 세균과 결석 침착을 억제하는 자가 재생 윤활 요관 스텐트 ‘플루이드’를 개발했다고 27일 밝혔다. 이번에 개발된...,2026-08-27 16:46,http://www.lawissue.co.kr/view.php?ud=20260827164219424f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=20260827164219424f4ab64559d_12
고려대학교,LAWISSUE,"고려대 구로병원 김현구 교수, 미국 의료진에 로봇 흉부수술 생중계",고려대학교 구로병원은 심장혈관흉부외과 김현구 교수가 미국 흉부외과 의료진을 대상으로 싱글포트 로봇... 고려대 구로병원은 2023년 ‘싱글포트 로봇 흉부수술 교육센터’로 지정됐다. 병원에 따르면 지난 3년간...,2026-08-27 16:42,http://www.lawissue.co.kr/view.php?ud=202608271639441564f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=202608271639441564f4ab64559d_12
서울대학교,뉴스엔,"장기하, 서울대 입시 후 깨달음 “왜 그렇게 열심히, 왜 문제 다 맞아야...","'서울대 출신' 가수 겸 배우 장기하가 인생관에 대해 이야기했다. 8월 26일 채널 '이동진의 파이아키아'에는 '장기하의 영화, 그리고 음악을 대하는 태도'라는 제목의 영상이 올라왔다. 이날 영상에는 장기하가 게스트로...",2026-08-27 16:41,https://www.newsen.com/news_view.php?uid=202608271359262110,https://m.entertain.naver.com/article/609/0001161495
서울대학교,뉴스핌,"글로벌 위성기업 아이싸이, 한국 법인 설립 및 서울대와 산학협력 추진","지난 26일 서울대학교 공과대학과 위성 및 인공지능(AI) 분야 연구·교육 협력을 위한 양해각서(MOU)를 체결했다. 양측은 이를 통해 SAR 지구관측, 소형위성, AI 기반 영상 분석, 자율 위성 운영 등 다양한 분야에서 공동...",2026-08-27 16:38,https://www.newspim.com/news/view/20260827001116,https://www.newspim.com/news/view/20260827001116
