대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
고려대학교,이뉴스투데이,"[고려대 소식] 고려대 학부생, '세계적 학술지에 제1저자 논문 게재' 외","고려대 KU마음건강연구소(최기홍 교수)가 주관기관으로 고려대 고령사회연구원(윤석준 교수), 경희대 글로벌류큐·오키나와연구소(손지연 교수), 일본 무사시노대학교 인간과학연구소(노나카 슌스케 교수) 국내외 4개...",2026-08-31 21:24,http://www.enewstoday.co.kr/news/articleView.html?idxno=2465046,http://www.enewstoday.co.kr/news/articleView.html?idxno=2465046
서울대학교,머니투데이,"서울대 차기총장 후보, 유홍림 현 총장 등 12명 확정",서울대 차기 총장 후보 대상자가 유홍림 현 총장을 포함한 교수 12명으로 확정됐다. 서울대는 31일 언론공지를 통해 제29대 총장 후보 대상자가 확정됐다고 밝혔다. 명단엔 유 총장을 비롯해 장판식 농업생명과학대학...,2026-08-31 21:18,https://www.mt.co.kr/policy/2026/08/31/2026083121023171861,https://n.news.naver.com/mnews/article/008/0005407351?sid=102
서울대학교,한국일보,막 오른 서울대 총장 선거...유홍림 등 12명 확정,서울대학교 차기 총장 선거 후보 대상자가 유홍림 현 총장을 포함한 교수 12명으로 확정됐다. 서울대는 31일 언론 공지를 통해 제 29대 총장 후보 대상자가 확정됐다고 발표했다. 명단에는 유 총장을 포함해 △장판식...,2026-08-31 21:11,https://www.hankookilbo.com/news/article/A2026083120380001355?did=NA,https://n.news.naver.com/mnews/article/469/0000951297?sid=102
서울대학교,텐아시아,"'서울대 출신' 황석정, 가정사 고백…""욕구 채워지지 않아, 어머니와 대...",어머니의 영향으로 황석정은 서울대학교 국악과에 진학했고 오빠와 동생 역시 음악을 했다. 그러나 황석정에게 어머니는 오랫동안 어렵고 불편한 존재이기도 했다. 그는 항상 화가 많았던 어머니가 무섭고 싫었다며...,2026-08-31 21:00,https://www.tenasia.co.kr/article/2026083013684,https://m.entertain.naver.com/article/312/0000774111
서울대학교,뉴스1,서울대 차기총장 후보 유홍림 등 12명 확정…부총장 대행 체제로,제 29대 서울대 총장 선거 후보대상자가 유홍림 현 총장을 포함한 교수 12명으로 확정됐다. 유 총장의 연임 도전이 확정되면서 서울대는 다음날(1일)부터 교육부총장 대행 체제로 운영된다. 서울대는 31일 총장추천위원회...,2026-08-31 20:21,https://www.news1.kr/society/general-society/6275346,https://n.news.naver.com/mnews/article/421/0009142494?sid=102
서울대학교,서울경제,서울대 총장선거 본격화…유홍림 현 총장 등 12명 후보 확정,서울대학교 차기 총장 선거에 유홍림 현 총장을 비롯한 후보 12명이 확정됐다. 서울대는 31일 언론공지를 통해 총장후보대상자에 △장판식 농업생명과학대학 교수 △이재영 인문대학 교수 △이준호 자연과학대학 교수...,2026-08-31 20:19,https://www.sedaily.com/article/20085496?ref=naver,https://n.news.naver.com/mnews/article/011/0004657094?sid=102
서울대학교,연합뉴스,본격 막오른 서울대 총장선거…유홍림 현 총장 등 후보 12명 확정,내달 9일 예비후보 4명 압축…정책평가 거쳐 최종 3인 이사회로 서울대학교 차기 총장 선거의 본격적인 막이 올랐다. 유홍림 현 총장을 포함해 후보 대상자 12명이 확정됐다. 서울대학교는 31일 언론 공지를 통해 제29대...,2026-08-31 20:09,https://www.yna.co.kr/view/AKR20260831174000004?input=1195m,https://n.news.naver.com/mnews/article/001/0016281191?sid=102
서울대학교,뉴시스,서울대 29대 총장 후보 12명 확정…유홍림 연임 도전,서울대학교 제29대 총장 선거에 유홍림 현 총장을 포함한 교수 12명이 후보로 확정됐다. 서울대는 31일 제29대 총장후보대상자 12명을 확정했다고 밝혔다. 후보는 접수 순으로 ▲장판식 농업생명과학대학 교수 ▲이재영...,2026-08-31 20:00,https://www.newsis.com/view/NISX20260831_0003770344,https://n.news.naver.com/mnews/article/003/0014159731?sid=102
연세대학교,파이낸셜뉴스,"'AI 시대 핵심은 언어 데이터'… 연세대-상해외대, '말뭉치 연구센터' 맞...","연세대학교 언어정보연구원(원장 조태린)은 중국 상해외국어대학교 언어과학연구원(원장 호개보)과 함께... 지난 6월 조태린 원장과 김한샘 부원장이 상해외대를 방문해 현판식을 연 데 이어, 최근 연세대 문과대학...",2026-08-31 19:27,https://www.fnnews.com/news/202608311925277527,https://n.news.naver.com/mnews/article/014/0005568943?sid=102
연세대학교,메디파나뉴스,연세대학교 의료원 인사(9/1),연세대학교 의료원이 9월 1일자로 교원 보직 인사를 실시했다. ◆ 의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◆ 의과대학 ▲ 내과학교실 주임교수 정보영 ▲ 외과학교실...,2026-08-31 19:26,https://www.medipana.com/news/articleView.html?idxno=416816,https://www.medipana.com/news/articleView.html?idxno=416816
고려대학교,경남일보,"인제대·고려대, 동반성장형 상반기 교류회·산학 포럼",차세대AI반도체특성화대학사업단이 지난 27일과 28일 부산 라발스호텔에서 '2026 동반성장형 고려대·인제대 상반기 교류회 및 산학 포럼'을 열고 학생 교류와 산학 협력 기반을 다졌다. 이날 행사에는 두 대학 교직원...,2026-08-31 18:54,https://www.gnnews.co.kr/news/articleView.html?idxno=644357,https://www.gnnews.co.kr/news/articleView.html?idxno=644357
고려대학교,메디컬월드뉴스,"[8월 31일 병원계 이모저모①] 고려대구로병원, 국립암센터, 서울성모병...",◆고려대구로병원 G밸리의료기기개발지원센터 ‘2026 의료기기 기업 현장 간담회’ 개최 고려대학교 구로병원(병원장 민병욱) G밸리의료기기개발지원센터(사업총괄책임자 영상의학과 용환석 교수)가 지난 27일 센터...,2026-08-31 18:30,https://medicalworldnews.co.kr/news/view.php?idx=1510976947,https://medicalworldnews.co.kr/news/view.php?idx=1510976947
연세대학교,AFTERTHERAIN,"너무 어려운 인간관계, 나만의 관계의 그릇을 빚는 법 / 연세대학교 미...",이번 방송에서는 연세대학교 미래교육원 이헌주 교수와 함께 어려운 인간관계를 이해하고 나만의 건강한 관계를 만들어가는 방법에 대해 이야기합니다. 인간관계 때문에 고민하고 있거나 관계에서 적절한 거리와...,2026-08-31 18:26,http://aftertherain.kr/sub/contents/view.php?seq=97818,http://aftertherain.kr/sub/contents/view.php?seq=97818
고려대학교,로이슈,"고려대 구로병원, 의료기기 기업 현장 간담회 개최","고려대학교 구로병원 G밸리의료기기개발지원센터는 지난 27일 센터 세미나실에서 ‘2026 의료기기 기업 현장... 행사에는 박일호 고려대학교 구로병원 이비인후과 교수, 윤수영 고려대학교 구로병원 진단검사의학과 교수...",2026-08-31 18:22,http://www.lawissue.co.kr/view.php?ud=202608311820066750f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=202608311820066750f4ab64559d_12
서울대학교,아시아투데이,"[대학동문골프최강전] 男한양대·경희대, 女서울대·인하대, 왕좌 놓고...","처음 결승이기 때문에 심리적인 부문에서 준비에 집중할 생각""이라며 자신감을 드러냈다.같은날 오후에 진행된 여자부 4강전에서는 서울대가 연세대학교를 울렸다. 구자영·박혜선 동문이 팀을 이룬 서울대는 2번 홀...",2026-08-31 18:10,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010709,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010709
연세대학교,NEWS2DAY,[오늘의 인사 : 8월 31일] 법무부‧통일부‧보건복지부‧연세대학교 의...,이석호 ■ 연세대학교 의료원 ◇ 의료원 ▷ 의과학연구처 연구지원부처장 정경수 ▷ 의과학연구처... AI융합대학 바이오메디컬공학과장 권태준 ■ 동의대학교 ▷교학부총장 겸 IR본부장 권기철 ▷ 특임부총장 겸...,2026-08-31 17:52,https://www.news2day.co.kr/article/20260831500106,https://www.news2day.co.kr/article/20260831500106
연세대학교,이뉴스투데이,[인사] 연세대학교 의료원,◇ 의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◇ 의과대학... 박창욱 ▲ 연세동곡의학교육원 교육평가센터장 이혜원 ▲ 혈관대사연구소장 박형천 ▲ 의학사연구소장...,2026-08-31 17:52,http://www.enewstoday.co.kr/news/articleView.html?idxno=2465006,http://www.enewstoday.co.kr/news/articleView.html?idxno=2465006
고려대학교,BYLINE,국가안보실 사이버안보비서관에 김휘강 고려대학교 교수,"2010년에는 고려대 정보보호대학원 교수로 자리를 옮겼다. 현재 해킹대응기술연구실을 이끌며 데이터 기반 보안과 자동차 보안, 온라인 게임 보안, 무인이동체 보안 등을 연구하고 있다. 머신러닝과 딥러닝을 활용한...",2026-08-31 17:38,https://byline.network/?p=9004111222617410,https://byline.network/?p=9004111222617410
연세대학교,보건뉴스,연세대학교 의료원 인사,연세대학교 의료원이 9월 1일자로 교원 보직 인사를 실시했다. ◆ 의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◆ 의과대학 ▲ 내과학교실 주임교수 정보영 ▲ 외과학교실...,2026-08-31 17:32,http://www.bokuennews.com/news/article.html?no=283373,http://www.bokuennews.com/news/article.html?no=283373
연세대학교,DAILY,[인사] 연세대의료원,◇의료원 △의과학연구처 연구지원부처장 정경수 △의과학연구처 기술사업화센터소장 이용호 ◇의과대학... 박창욱 △연세동곡의학교육원 교육평가센터장 이혜원 △혈관대사연구소장 박형천 △의학사연구소장 여인석...,2026-08-31 17:24,https://daily.hankooki.com/news/articleView.html?idxno=1401100,https://daily.hankooki.com/news/articleView.html?idxno=1401100
서울대학교,베리타스알파,서울대 2027정시요강 공개 '주목' 1374명(38.4%).. 일반 20명 지균1명 '확...,서울대가 2027학년 정시모집 요강을 공개하면서 교육계의 관심이 쏠린다. 정시 정원내 모집인원은... 최고학부인 서울대의 경우 최상위권이 지원하는 만큼 합격선이 촘촘하게 형성되기 때문. 특히 정량평가인...,2026-08-31 17:14,https://www.veritas-a.com/news/articleView.html?idxno=625180,https://www.veritas-a.com/news/articleView.html?idxno=625180
서울대학교,아시아투데이,"[포토]제17회 대학동문골프최강전 4강전 여자부 서울대, 숨죽인 결승행...",아시아투데이 박성일 기자 = 31일 경기도 용인 88컨트리클럽에서 열린 NH올원뱅크·아시아투데이 제17회 대학동문골프최강전 4강전 여자부 서울대와 연세대의 경기. 서울대 구자영 선수가 9번홀 세컨샷을 날리고 있다.,2026-08-31 17:00,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010713,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010713
고려대학교,뉴스프리존,"고려대생, 지구 맨틀 광물 생성 실시간 관측...국제학술지 제1저자로 논...","고려대 지구환경과학과 김동훈 교수 연구팀은 극한 충격 환경에서 지구 하부 맨틀의 주요 광물인... 이는 학부생이 세계적인 수준의 대형 연구시설을 활용한 국제 공동연구를 수행해 거둔 성과로, 고려대의...",2026-08-31 16:26,https://www.newsfreezone.co.kr/news/articleView.html?idxno=706647,https://www.newsfreezone.co.kr/news/articleView.html?idxno=706647
서울대학교,아시아투데이,[포토]제17회 대학동문골프최강전 4강전 여자부 서울대 결승 진출,"아시아투데이 박성일 기자 = 31일 경기도 용인 88컨트리클럽에서 열린 NH올원뱅크·아시아투데이 제17회 대학동문골프최강전 4강전 여자부 서울대 구자영, 박혜선 선수가 9번에서 승리를 확정짓고 기쁨을 나누고 있다.",2026-08-31 16:18,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010691,https://www.asiatoday.co.kr/kn/view.php?key=20260831010010691
고려대학교,톱스타뉴스,"웨이브투어스, 12월 고려대 화정체육관서 서울 단독 콘서트 연다",웨이브투어스는 오는 12월 19일과 20일 고려대학교 화정체육관에서 'wave to earth world tour 2026 - the pieces tour... 이번에는 고려대학교 화정체육관으로 장소를 옮겨 규모를 키운 만큼 수용 가능한 관객 수가 늘어났고...,2026-08-31 16:16,https://www.topstarnews.net/news/articleView.html?idxno=16178323,https://www.topstarnews.net/news/articleView.html?idxno=16178323
고려대학교,주간한국,"고려대 KU마음건강연구소, 한국연구재단 글로벌융합연구 선정","이번 연구는 '생애주기별 사회적 고립의 이해와 사회적 연결 회복을 위한 융합연구'를 주제로, 고려대 고령사회연구원·경희대 글로벌류큐·오키나와연구소·일본 무사시노대학교 인간과학연구소 등 국내외 4개 연구소가...",2026-08-31 16:14,https://weekly.hankooki.com/news/articleView.html?idxno=7181554,https://weekly.hankooki.com/news/articleView.html?idxno=7181554
서울대학교,한국경제,"서울대 성악과, 현장형 소프라노 손지혜·이혜정 부교수 임명","이에따라 서울대 성악과 재학생과 졸업생들의 국제콩쿠르 성과도 잇따르고 있다. 석사과정 재학생 박성민(베이스)은 올해 한스 가보르 벨베데레 국제성악콩쿠르에서 우승했으며, 학부생 정강한(테너)은 서울국제음악콩쿠...",2026-08-31 16:09,https://www.hankyung.com/article/202608314056i,https://n.news.naver.com/mnews/article/015/0005326725?sid=103
고려대학교,스마트경제,"""운석 충돌 순간, 땅속 보물이 태어난다""… 고려대, 행성 진화 비밀 풀 ...",무엇보다 세계적인 수준의 방사광 가속기 시설을 활용한 글로벌 공동연구에서 이제 막 대학에 입학한... 고려대학교(총장 김동원)는 김동훈 지구환경과학과 교수 연구팀이 극한의 충격 환경에서 지구 하부 맨틀의 핵심...,2026-08-31 16:04,http://www.dailysmart.co.kr/news/articleView.html?idxno=128951,http://www.dailysmart.co.kr/news/articleView.html?idxno=128951
서울대학교,SMARTBIZN,"""서울대 입시 전문가가 지역 교단에""···강원랜드, 배움숲 개강",서울이나 수도권에서나 만날 법한 강사진이 석탄산업 전환지역 학생들을 위해 교단에 섰다. 강원랜드가... 대한민국 학생부종합전형 설계에 참여한 권오현 서울대 사범대학 명예교수를 비롯해 정윤길 동국대 교수...,2026-08-31 16:00,https://www.smartbizn.com/news/articleView.html?idxno=152600,https://www.smartbizn.com/news/articleView.html?idxno=152600
서울대학교,POLINEWS,"[폴리Shorts] 강원택 서울대 교수, 개헌을 위해서는 타협과 정치 복원이...",강원택 서울대 정치외교학부 교수가 26일 폴리뉴스 창간 26주년 기념식 상생과통일포럼 초청 특강에서 개헌의 필수 요건에 대해 강연했다.,2026-08-31 15:57,https://www.polinews.co.kr/news/articleView.html?idxno=741762,https://www.polinews.co.kr/news/articleView.html?idxno=741762
서울대학교,POLINEWS,"[폴리Shorts] 강원택 서울대 교수, 4년 중임제 개헌은 개선이 아니라 개...",강원택 서울대 정치외교학부 교수가 26일 폴리뉴스 창간 26주년 기념식 상생과통일포럼 초청 특강에서 대통령 4년 중임제 개헌의 문제 대해 강연했다.,2026-08-31 15:55,https://www.polinews.co.kr/news/articleView.html?idxno=741761,https://www.polinews.co.kr/news/articleView.html?idxno=741761
서울대학교,POLINEWS,"[폴리Shorts] 강원택 서울대 교수, 정당 지지에 따라 국가기관 신뢰도 변...",강원택 서울대 정치외교학부 교수가 26일 폴리뉴스 창간 26주년 기념식 상생과통일포럼 초청 특강에서 정당 지지에 따라 달라지는 국가기관 신뢰도의 문제성에 대해 강연했다.,2026-08-31 15:54,https://www.polinews.co.kr/news/articleView.html?idxno=741760,https://www.polinews.co.kr/news/articleView.html?idxno=741760
서울대학교,POLINEWS,[폴리TV][폴리뉴스 창간 26주년 기념식] 강원택 서울대 정치외교학부 교...,"강원택 서울대 정치외교학부 교수가 26일 폴리뉴스 창간 26주년 기념식 상생과통일포럼 초청 특강에서 '대한민국, 정치에서 길을 찾다'라는 주제로 강연했다.",2026-08-31 15:52,https://www.polinews.co.kr/news/articleView.html?idxno=741759,https://www.polinews.co.kr/news/articleView.html?idxno=741759
서울대학교,베리타스알파,[단독] 지난해 서울대 자퇴 315명 '의대원복으로 3년만 감소'.. '2027지역...,지난해 서울대 자퇴생 규모가 2026의대원복으로 3년 만에 하락으로 전환됐다. 대학알리미 8월 정보 공시 '중도탈락 학생 현황'에 따르면 지난해 서울대 중도탈락 375명 이 가운데 자퇴는 315명으로 확인됐다. 전년...,2026-08-31 15:46,https://www.veritas-a.com/news/articleView.html?idxno=625345,https://www.veritas-a.com/news/articleView.html?idxno=625345
연세대학교,서울경제TV,[인사] 연세대 의료원,◇ 의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◇ 의과대학... 박창욱 ▲ 연세동곡의학교육원 교육평가센터장 이혜원 ▲ 혈관대사연구소장 박형천 ▲ 의학사연구소장...,2026-08-31 15:44,https://www.sentv.co.kr/article/view/sentv202608310162,https://www.sentv.co.kr/article/view/sentv202608310162
고려대학교,KFENEWS,"고려대 KU마음건강연구소, '고립 회복' 100억원 규모 연구 주도","고려대 KU마음건강연구소(최기홍 교수)를 중심으로 고려대 고령사회연구원(윤석준 교수), 경희대 글로벌류큐·오키나와연구소(손지연 교수), 일본 무사시노대학교 인간과학연구소(노나카 슌스케 교수) 등 4개 기관이...",2026-08-31 15:36,https://www.kfenews.co.kr/news/articleView.html?idxno=663487,https://www.kfenews.co.kr/news/articleView.html?idxno=663487
서울대학교,HERALDMUSE,"여에스더, ‘서울대 의대’ 前 연인과 파혼 고백에..♥홍혜걸 “다행이...","의사 여에스더가 남편 홍혜걸과 결혼하기 전, 전 연인과 파혼하게 된 이유를 밝혔다. 지난 28일 유튜브 채널 ‘여에스더의 에스더TV’에는 “인간극장, 내 아내의 여름휴가 ep.2”라는 제목의 영상이 게재됐다. 공개된 영상...",2026-08-31 15:33,https://www.heraldmuse.com/article/10857640?ref=naver,https://m.entertain.naver.com/article/112/0003805971
고려대학교,한국강사신문,"고려대학교, 인문사회 집단연구 6개 과제 선정…AI 시대 사회문제 해법...","고려대 고령사회연구원과 경희대 글로벌류큐·오키나와연구소, 일본 무사시노대학교 인간과학연구소가 함께 참여해 '생애주기별 사회적 고립의 이해와 사회적 연결 회복을 위한 융합연구'를 수행한다. 연구 기간은...",2026-08-31 15:30,https://www.lecturernews.com/news/articleView.html?idxno=209625,https://www.lecturernews.com/news/articleView.html?idxno=209625
고려대학교,뉴스티앤티,"고려대 연구팀, 지구 하부 맨틀 광물 '데이브마오이트' 형성 과정 실시...","연구에는 고려대를 비롯해 미국 카네기연구소, 일본 도호쿠대학교·오사카대학교·일본 고휘도광과학연구센터(JASRI), 전남대학교, 광주과학기술원(GIST), 부산대학교, 포항가속기연구소(PAL) 등의 연구진이 참여했다....",2026-08-31 15:12,https://www.newstnt.com/news/articleView.html?idxno=715873,https://www.newstnt.com/news/articleView.html?idxno=715873
연세대학교,NBNTV,"두호코퍼레이션, 크리에이터 황금누룽지와 연세대의료원에 기부금 전달",| 내외경제TV=주현웅 기자 | 크리에이터 '황금누룽지'가 소아청소년 난치병 환아 치료를 위해 연세대학교 의료원에 1000만원을 전달했다. 해당 기부금은 두호코퍼레이션 자체 쇼핑몰인 'DH SHOP'에서 유통한 '황금누룽지...,2026-08-31 15:06,https://www.nbntv.co.kr/news/articleView.html?idxno=4024394,https://www.nbntv.co.kr/news/articleView.html?idxno=4024394
서울대학교,NAMDONEWS,"소상공인 대상 서울대 문정훈 교수 초청 특강, 조기 마감 '성황'","강연은 서울대학교 농경제사회학부 문정훈 교수가 맡았다. 문 교수는 식품·외식 소비 빅데이터를 토대로 덮밥류·국밥류·일식면·파스타 등 최근 주목받는 메뉴 흐름과 연령대별 선호도, 혼밥 소비 패턴, 육류 메뉴의...",2026-08-31 15:04,https://www.namdonews.com/news/articleView.html?idxno=921755,https://www.namdonews.com/news/articleView.html?idxno=921755
고려대학교,신아일보,"안산단원경찰서·고대안산병원, 탈북민 70여명 무료 건강검진",31일 안산단원경찰서에 따르면 고려대학교 안산병원과 함께 지난 29일 안산시청 대회의실에서 북한이탈주민... 이번 검진에는 고려대 안산병원 의료사회사업팀과 안산단원경찰서 안보계 직원들이 참여했다. 검진 과정에서...,2026-08-31 14:56,https://www.shinailbo.co.kr/news/articleView.html?idxno=5056783,https://www.shinailbo.co.kr/news/articleView.html?idxno=5056783
연세대학교,뉴시스,[인사]연세대학교 의료원,◇의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◇의과대학... 박창욱 ▲ 연세동곡의학교육원 교육평가센터장 이혜원 ▲ 혈관대사연구소장 박형천 ▲ 의학사연구소장...,2026-08-31 14:39,https://www.newsis.com/view/NISX20260831_0003769723,https://n.news.naver.com/mnews/article/003/0014158923?sid=102
고려대학교,한국대학신문,"고려대 학부생, 세계적 학술지에 제1저자 논문 게재","고려대를 중심으로 미국 카네기연구소(Carnegie Institution for Science), 일본 도호쿠대학교(Tohoku University), 오사카대학교(Osaka University), 일본 고휘도광과학연구센터(Japan Synchrotron Radiation Research Institute, JASRI)...",2026-08-31 14:28,https://news.unn.net/news/articleView.html?idxno=596673,https://news.unn.net/news/articleView.html?idxno=596673
연세대학교,디지털투데이,"연세대, 9월 14일 'AI와 유희하는 인간: 이세돌과 연세대 교수의 대화' ...",연세대학교 AI혁신연구원 AI거버넌스·안보센터와 AI휴머니티센터는 9월 14일 오후 4시 연세·삼성학술정보관 Y-밸리(Y-Valley)에서 이세돌 울산과학기술원(UNIST) 특임교수를 초청해 특별대담 'AI와 유희하는 인간...,2026-08-31 14:22,https://www.digitaltoday.co.kr/news/articleView.html?idxno=696848,https://www.digitaltoday.co.kr/news/articleView.html?idxno=696848
서울대학교,세계비즈,"지에스엘텍, 서울대 바이오벤처 ㈜베리타스바이오테라퓨틱스와 의료기...",사진=지에스엘텍 프리미엄 뷰티·웰니스 솔루션 기업 지에스엘텍(GSLTECH)이 서울대학교 바이오벤처... 사진=지에스엘텍 지에스엘텍 김유신 대표는 “서울대 바이오벤처 연구진과의 협력으로 확보한 신뢰도 높은 기술력을...,2026-08-31 14:22,http://www.segyebiz.com/newsView/20260831511062?OutUrl=naver,http://www.segyebiz.com/newsView/20260831511062?OutUrl=naver
연세대학교,메디컬월드뉴스,[인사]연세대학교의료원 의과학연구처 연구지원부처장 정경수 외,연세대학교 의료원이 9월 1일자로 교원 보직 인사를 실시했다. ◆ 의료원 ▲ 의과학연구처 연구지원부처장 정경수 ▲ 의과학연구처 기술사업화센터소장 이용호 ◆ 의과대학 ▲내과학교실 주임교수 정보영 ▲ 외과학교실...,2026-08-31 14:20,https://medicalworldnews.co.kr/news/view.php?idx=1510976932,https://medicalworldnews.co.kr/news/view.php?idx=1510976932
고려대학교,서울경제TV,"고려대 구로병원 GMSC, ‘2026 의료기기 기업 현장 간담회’ 성료","고려대학교 구로병원 G밸리의료기기개발지원센터는 지난 27일 ‘2026 의료기기 기업 현장 간담회’를... 이날 행사에는 용환석 사업총괄책임자를 비롯해 박일호 고려대학교 구로병원 이비인후과 교수, 윤수영...",2026-08-31 14:10,https://www.sentv.co.kr/article/view/sentv202608310069,https://www.sentv.co.kr/article/view/sentv202608310069
